id,text,stamp,speaker
334," L.Ibn Ziaten a perdu son fils. Vous êtes en train de pousser des millions de nos compatriotes, de par leur religion, en dehors de l'espace public. L'islamisme, ce n'est pas l'islam. L'islamisme, je l'ai combattu comme aucun président avant moi et aucun gouvernement auparavant, par une loi que vous n'avez pas votée, elle non plus. C'est pour la réaffirmation des principes de la République. Elle a permis de faire quoi?",2022-04-20T21:26:34.973886Z, E.Macron
335, Rien! Ca n'a servi à rien.,2022-04-20T21:27:05.479505Z, M.Le Pen
336," Nous avons fermé plusieurs associations qui ne respectaient pas la loi de la République. Les unes parce qu'elles prônaient la charia, la non-égalité entre les femmes et les hommes, la sortie de la République, les autres parce qu'elles prônaient un nationalisme étranger sur notre sol. Les autres parce qu'elles étaient d'extrême droite et ne respectaient pas la République. Nous les avons dissoutes. Vous avez encore donné des chiffres exorbitants pour faire peur aux gens. Il y a 99 lieux de culte qui étaient suspectés de séparatisme sur 10 600. Le préfet et nos services font un travail extraordinaire. 23 ont été fermés grâce à cette loi. 36 ont changé et sont sous contrôle. Les autres sont en cours d'examen. Avant cette loi, on ne pouvait pas fermer une telle structure, même si un imam disait les pires choses. On ne pouvait fermer que sur un critère sanitaire. Cette loi a permis de mettre fin à un système où des gens payés par des puissances étrangères pour enseigner sur notre sol pouvaient le faire en langue étrangère sans le contrôle de l'Education nationale. Nous avons mis fin à cela. Nous avons avancé, mais en nous battant contre l'islamisme radical, celui qui sépare de la République, mais en ne confondant pas l'islam et l'islamisme radical.",2022-04-20T21:27:10.247329Z, E.Macron
337," M.Le Pen, vous avez 3 minutes pour répondre.",2022-04-20T21:28:44.738458Z, L.Salamé
338," Merci de me permettre de rappeler aux musulmans que je ne mène pas de guerre contre leur religion. Dans un certain nombre de cas, ils sont eux-mêmes les victimes des islamistes. Ceux qui s'organisent dans un certain nombre de quartiers sont bien souvent tenus par les islamistes. Ces quartiers sont toujours là et des gens en souffrent encore. Je considère que c'est défendre la République, l'égalité entre les hommes et les femmes, défendre la laicité que de s'opposer à ces islamistes, par l'intermédiaire d'une loi Les choses seront claires. Les chiffres que je donne sont vrais. Ce sont les chiffres de la DSCP. Je veux bien qu'ils soient faux, mais quand on dit qu'il y a 570 mosquées radicales... Vous avez mis en place une charte de la laicité.",2022-04-20T21:28:49.482407Z, M.Le Pen
339, Je viens de vous dire les résultats. Les maires font un travail formidable avec les associations. On leur enlève les subventions.,2022-04-20T21:30:13.629202Z, E.Macron
340," J'aimerais bien voir ça. Il ne leur est rien arrivé. Rien! Ils ne devraient même plus être là. S'ils sont étrangers, ils devraient être chez eux, expulsés. Ceux qui ne signent pas ce que la République demande devraient être renvoyés chez eux.",2022-04-20T21:30:20.537169Z, M.Le Pen
341, On parle très souvent d'associations françaises.,2022-04-20T21:30:41.693570Z, E.Macron
342, Vous avez le plus mauvais bilan des 15 dernières années.,2022-04-20T21:30:44.733856Z, M.Le Pen
343," On parle de religion. Vous me parlez de religion, d'idéologie qui utilise une religion en France...",2022-04-20T21:30:49.488225Z, E.Macron
344," C'est une idéologie, pas une religion. C'est là où vous vous trompez.",2022-04-20T21:30:54.265958Z, M.Le Pen
345," C'est vous qui avez fait la confusion. Une loi qui interdit le voile dans l'espace public, contre l'islamisme radical.",2022-04-20T21:30:58.364369Z, E.Macron
346," Là où les islamistes ont gagné, ils ont voilé les femmes.",2022-04-20T21:31:09.799932Z, M.Le Pen
347, Je sais que vous avez parfois convoqué des figures historiques à tort... On se souvient de Bourguiba qui est devenu algérien...,2022-04-20T21:31:23.211417Z, E.Macron
348, Ca peut arriver d'avoir la langue qui fourche.,2022-04-20T21:31:39.647638Z, M.Le Pen
349," Même pour Bourguiba en Tunisie, c'est faux. Il l'a interdit à l'école, comme en France.",2022-04-20T21:31:45.496262Z, E.Macron
350, Il avait des discours beaucoup plus fermes que vous,2022-04-20T21:31:48.991716Z, M.Le Pen
351," J'ai un discours très ferme. Nous avons passé des lois fermes. Nous avons des résultats. Vous ne pouvez pas diviser la France et renvoyer des milliers de Français à cause de leur religion... Il faut qu'on parle de l'immigration, des binationaux, des économies que vous faites sur eux.",2022-04-20T21:31:53.486002Z, E.Macron
352," Ce que je souhaite, c'est présenter aux Français un référendum sur l'immigration. Il a vocation à changer les règles qui sont actuellement en cours. Je ferai voter, si je suis élue, ce référendum dès l'automne, avec toute une série de modifications de la Constitution. La Constitution, c'est la loi suprême que le peuple se donne. Il n'y a que le peuple qui a le droit de la modifier, d'après moi. Dans ce référendum, qui est un projet de loi en lui-même, que j'appelle tous les Français à lire, il y aura l'expulsion des criminels et des délinquants étrangers. Il y aura la suppression du droit du sol. La nationalité française s'hérite ou se mérite. On ne peut pas l'obtenir de manière automatique. Il y aura la mise en oeuvre de la priorité nationale au logement et à l'emploi. Les Français ne seront pas exclusivement mais prioritairement bénéficiaires de l'accès aux logements sociaux. Accessoirement, les chefs d'entreprise pourront donner une priorité aux Français dans leurs embauches. Il y aura l'interdiction de la régularisation des clandestins. Quand on vient de manière illégale sur un territoire, la seule chose à faire, c'est de leur demander de retourner chez eux avant de demander l'autorisation de revenir. L'asile, c'est protégé par notre Constitution. On doit protéger celles et ceux qui fuient leur pays parce qu'il y a la guerre, parce qu'ils sont des combattants de la liberté. Soyons transparents avec nos compatriotes. Nous aurons à accueillir beaucoup d'Ukrainiens.",2022-04-20T21:32:10.143362Z, M.Le Pen
353, Des réfugiés de guerre. Nous l'avons fait.,2022-04-20T21:34:44.341709Z, M.Le Pen
354, Nous avons fait ce choix.,2022-04-20T21:34:47.858698Z, E.Macron
355, Bien sûr.,2022-04-20T21:34:50.041407Z, M.Le Pen
356," Quels que soient les changements que vous voulez, nous aurons à les faire. Deuxièmement, c'est la lutte contre l'immigration clandestine.",2022-04-20T21:34:52.404746Z, E.Macron
357, Vous ne pouvez pas me le reprocher.,2022-04-20T21:34:59.638539Z, M.Le Pen
358," Je ne vous reproche rien. Ensuite, on a besoin d'une immigration économique. On a des étudiants, des gens qui viennent travailler dans notre pays, pour l'aider à être plus fort. Cette immigration est régulée, avec des titres de séjour. Il faut continuer à la mener. Il y a ensuite l'immigration clandestine. Les filières d'immigration clandestine utilisent l'asile. Beaucoup de pays européens nous ont mis sous pression, Il faut discuter avec quelqu'un. Même avec un référendum, vous ne raccompagnerez pas des gens dans un pays qui n'est pas le vôtre.",2022-04-20T21:35:01.906263Z, E.Macron
359," Tout à l'heure, vous avez parlé de référendum. Ca nous amène à notre dernier thème, celui des institutions et de la gouvernance. La France connaît une vraie crise de défiance, de confiance à l'égard des élus, à l'égard des institutions. Ces derniers jours, vous avez parlé de référendum, de septennat, de proportionnelle. E.Macron, si vous êtes réélu, allez-vous avoir recours fréquemment au référendum? Allez-vous instaurer la proportionnelle? Allez-vous amener le septennat?",2022-04-20T21:37:27.961094Z, G.Bouleau
360," Nous venons de vivre un quinquennat particulier. Je veux pouvoir avoir une commission transpartisane, où toutes les forces politiques pourront proposer quelque chose, exprimer leurs sensibilités sur les voies et moyens d'améliorer nos institutions. Nos compatriotes veulent un changement de pratiques. C'est ça qui m'a frappé, du grand débat aux conventions citoyennes. J'ai essayé plusieurs choses durant ce quinquennat. On parle de référendums et d'élections, et en même temps, on parle souvent de la faible participation. Nos compatriotes veulent être acteurs des changements qui les touchent. Ils ne veulent plus que ça vienne de circulaires de Paris. Ils ont plus de bon sens que les circulaires. Je veux faire une autre méthode de la pratique du pouvoir. Notamment sur le chantier de l'école ou de la santé, ça va conduire à fixer, au niveau de la nation, des grandes orientations. Il faut assumer d'avoir des conférences de partis pour agir, qui vont prendre des décisions.",2022-04-20T21:38:08.741309Z, E.Macron
361," Vous avez 4 minutes d'avance, E.Macron. Même question pour vous, M.Le Pen. Pour lutter contre cette crise démocratique, cette fatigue démocratique, vous allez faire la proportionnelle?",2022-04-20T21:40:43.044258Z, L.Salamé
362, Vous êtes à deux doigts de nous inventer l'Assemblée nationale!,2022-04-20T21:40:59.040679Z, M.Le Pen
363, Vous voulez changer la Constitution sans elle!,2022-04-20T21:41:03.942353Z, E.Macron
364, Vous devriez utiliser l'Assemblée nationale plus souvent.,2022-04-20T21:41:06.749180Z, M.Le Pen
365, Elle a été consultée à chaque fois. Elle a même voté...,2022-04-20T21:41:09.796679Z, E.Macron
366," Je souhaite une renaissance démocratique. Je veux une Assemblée nationale avec plus de pouvoirs et surtout, je veux la mise en oeuvre du référendum d'initiative citoyenne. Je souhaite que 500 000 Français puissent soumettre au vote des Français l'abrogation d'une loi, ou soumettre au vote des Français un projet de loi. Je crois en ce référendum d'initiative citoyenne. Les ""gilets jaunes"" aspiraient à de la démocratie. Ils n'ont pas été entendus, ni sur la proportionnelle, que vous n'avez pas souhaité mettre en oeuvre... Je n'ai toujours pas compris pourquoi. C'est l'Assemblée nationale qui a le dernier mot sur ce sujet. Vous auriez donc parfaitement pu faire passer cette proportionnelle. Vous avez fait le choix de ne pas le faire. Le plus gros problème à l'issue de ce quinquennat, c'est la désunion, la division que vous avez créée au sein du peuple français. Il y a un sentiment de mépris, le fait de ne pas être écoutés, de ne pas être consultés. Quand ils disent quelque chose, vous les maltraitez avec des mots violents à leur égard. Ca a créé une division très forte. Il faut recoudre la France, la démocratie française. Je suis donc pour la renaissance démocratique par le référendum d'initiative citoyenne et par la proportionnelle. C'est comme ça que l'union nationale va revenir, quand tout le monde aura le sentiment d'être respecté, quand chaque vote comptera. Chaque Français qui aura voté aura un représentant à l'Assemblée nationale, y compris minoritaire. Il ne s'agit pas de décider qui est à l'Assemblée nationale. Les courants minoritaires doivent pouvoir être représentés. Je souhaite également faire une révision constitutionnelle. Dans mon référendum d'initiative, dans mon référendum sur l'immigration, il y a une révision constitutionnelle. Il y a un certain nombre de choses qui rentrent dans la Constitution. Je passerai par l'article 11, comme le général de Gaulle l'a fait en 62.",2022-04-20T21:41:14.547137Z, M.Le Pen
367, Ca ne prévoit pas de toucher à la Constitution.,2022-04-20T21:43:34.998084Z, E.Macron
368, Le peuple est souverain. C'est le seul souverain. Ce n'est pas le Conseil constitutionnel.,2022-04-20T21:43:38.026064Z, M.Le Pen
369," C'est la Constitution, madame Le Pen.",2022-04-20T21:43:43.697717Z, E.Macron
370, Seul le peuple peut changer la Constitution. C'est la réalité. Comment changer la Constitution si ce n'est pas par référendum? L'Assemblée nationale et le Sénat ne sont pas représentatifs du peuple français. Soyons raisonnables. Aimons la démocratie. Aimons la volonté qui est exprimée.,2022-04-20T21:43:47.568715Z, M.Le Pen
371," Vous voulez une formule qui éradique le rôle de l'Assemblée nationale. Le RIC, c'est permettre à une initiative, sans limitation de champ, de court-circuiter les représentants du peuple. Vous proposez de ne pas respecter la Constitution.",2022-04-20T21:44:11.804919Z, E.Macron
372, Quoi?,2022-04-20T21:44:26.755528Z, M.Le Pen
373, C'est ce que vous proposez. Vous voulez la changer sans passer par l'Assemblée nationale. L'hommage à l'Assemblée nationale était sans doute un mensonge.,2022-04-20T21:44:28.486954Z, E.Macron
374," Le peuple est souverain. C'est à lui de changer directement la Constitution. C'est à lui directement de le faire. Dans notre Constitution, il est indiqué que la souveraineté appartient au peuple, qui l'exerce par la voix de ses représentants et par le référendum. Le général de Gaulle l'a fait. Si ce n'était pas légal, nous serions tous les deux en train de discuter de rien. L'élection présidentielle serait illégale depuis 1962. Evidemment, c'est légal et c'est surtout démocratique. Il faut retrouver le sens de la démocratie dans notre pays. Je me ressource à notre Constitution. La République est laique, démocratique, indivisible, sociale. C'est le gouvernement du peuple, par le peuple, pour le peuple. C'est ce que je souhaite faire.",2022-04-20T21:44:42.589626Z, M.Le Pen
375," M.Le Pen, vous avez quelques secondes de retard. On vous donnera la parole.",2022-04-20T21:45:41.626702Z, L.Salamé
376, J'en fais cadeau!,2022-04-20T21:45:47.440236Z, M.Le Pen
377, C'est généreux. On va se faire gronder. On a 15 minutes de retard. Il vous reste à chacun 2 minutes pour convaincre les derniers indécis. Vous avez carte blanche sur le thème de votre choix.,2022-04-20T21:45:48.951438Z, L.Salamé
378," Je fais quelques précisions sur les conditions. Vous n'avez pas le droit de vous interrompre. Le tirage au sort a été opéré. E.Macron, vous avez gagné le tirage au sort. Vous concluez le premier.",2022-04-20T21:46:04.124088Z, G.Bouleau
379," Merci. Je vous remercie, madame Le Pen, pour l'échange que nous avons eu. Il faut être 2 pour pouvoir mener ces échanges jusqu'au bout. Je combats vos idées, le parti qui est le vôtre, son histoire et son positionnement politique, mais je vous respecte en tant que personne et je veux convaincre toutes celles et ceux qui ont pu vous suivre. On a parlé de beaucoup de sujets. Il y a évidemment des sujets vitaux pour nos compatriotes que nous n'avons pas pu évoquer, comme le sujet du handicap, qu'on a simplement esquissé, mais qui me tient à coeur, forcément. Nous avons trop peu parlé de l'égalité femmes-hommes, des territoires ultramarins. Il y a une liste que je pourrais faire, par prétérition. Nous avions des désaccords sincères, respectables. C'est aussi un référendum pour ou contre l'UE, cette élection, le lien qui unit la France et l'Allemagne, un référendum pour ou contre une ambition écologique. Nous ne partageons pas les mêmes avis en la matière. Un référendum pour ou contre la laicité, la fraternité dans la République, quand on vous a entendue défendre ce que vous avez défendu sur le voile. Je crois que le 24 avril, c'est un moment clair et il faut que le choix soit clair. Les 40 dernières secondes qui me restent, je veux les consacrer à nos enfants. On a parlé de notre jeunesse qui a tant souffert pendant le covid. Au fond, on se bat pour nos enfants, chacun avec nos différences et notre sincérité. Une des choses qui m'importe le plus, c'est de continuer à leur bâtir un monde meilleur, à travers les politiques que j'ai défendues, mais aussi de mieux les protéger. La protection de l'enfance sera au coeur des 5 prochaines années. Leurs doutes, leurs difficultés à vivre dans ce monde de plus en plus incertain, ce sera au coeur de mon combat politique.",2022-04-20T21:46:19.586179Z, E.Macron
380," M.Le Pen, votre carte blanche.",2022-04-20T21:48:29.311328Z, L.Salamé
381," Pour conclure, je voudrais m'adresser au peuple français qui, malgré la fatigue et la lassitude de 5 années de confrontations permanentes, de dégradation de son niveau de vie, de privations, y compris des libertés individuelles et des libertés collectives, aspirent à la tranquillité, au retour du bon sens dans la gestion des affaires de l'Etat. Le bon sens d'aider les plus vulnérables de nos compatriotes, qui sont en situation de handicap, les 25 % de familles monoparentales plutôt que ceux qui avaient la chance de payer l'ISF. Le bon sens de mettre des régulations à une mondialisation dont le peuple voit bien que la brutalité et l'aveuglement déstabilisent l'économie française. Le bon sens d'empêcher de nuire, les prédateurs d'en haut, qui pillent nos fleurons nationaux et font de l'optimisation fiscale, les prédateurs d'en bas, les délinquants et les criminels qui harcèlent les braves gens et qui pourrissent leur existence. Le bon sens de protéger notre système social de manière globale, les retraites, la santé, notre système d'indemnisation du chômage, qui permet de faire face aux aléas de la vie sans craindre en permanence pour le lendemain. Le bon sens de privilégier l'enracinement à la spéculation, le localisme au globalisme, la transmission à la spoliation, la valeur travail à l'ubérisation de nos emplois, accorder une priorité aux Français dans leur propre pays pour une raison simple: ils n'en ont qu'un. Le bon sens de défendre ce qui fait l'âme de la France, comme le font tous les pays du monde, notre identité, nos traditions locales et nationales, nos valeurs, notre langue, le paysage, et de le faire sans complexe. Ce projet est viable. Il est même vital. C'est celui que je porte pour les Français, pour tous les Français.",2022-04-20T21:48:31.460800Z, M.Le Pen
382," Eh bien voilà, c'est la fin de ce grand débat de l'entre-deux-tours. Merci, M.Le Pen et E.Macron. Merci, Gilles.",2022-04-20T21:50:23.924025Z, L.Salamé
383," Merci à vous deux d'avoir respecté l'esprit et la règle de ce débat démocratique. Merci à vous tous de nous avoir suivis. Nous espérons tous ici que cet échange vous aura éclairés, aidés à choisir, à 4 jours d'un vote très important. Excellente fin de soirée à tous sur TF1 et sur France 2.",2022-04-20T21:50:32.271438Z, G.Bouleau
